comment,Cleaned_Comment,Sentiment
I always watch these roadtrips with only 1 thought in my mind: rest in piece everyones eardrums,I always watch these roadtrips with only 1 thought in my mind rest in piece everyones eardrums,neutral
Max max max super max max,Max max max super max max,positive
"The wrong livery is just so annoying. If you want to use this year&#39;s livery, why don&#39;t just use at least last year&#39;s car or &#39;19&#39;s car?<br>What&#39;s the newest cars they can use? Obviously not &#39;21&#39;s car, they need to keep it safe, maybe not &#39;20&#39;s car since last year model might be needed for R&amp;D.",The wrong livery is just so annoying If you want to use this year39s livery why don39t just use at least last year39s car or 391939s carWhat39s the newest cars they can use Obviously not 392139s car they need to keep it safe maybe not 392039s car since last year model might be needed for RampD,negative
That engine sound!,That engine sound,positive
you guys are so cool! I love it,you guys are so cool I love it,positive
Mamma miaaaa,Mamma miaaaa,neutral
Welcome 🇮🇹❤️🍕,Welcome,positive
Nice video!!! Haha,Nice video Haha,positive
wonderful! 😍😍 che meraviglia! 😍😍 Palermo ❤️,wonderful  che meraviglia  Palermo,positive
Che Bella.... 🇮🇹,Che Bella,neutral
"This amazing video is also a methaphor of my life.<br>I live here. I know so well the historical and artistic heritage and the natural beauty of my city, but in the meantime I notice in the every-day life that it is so much abandoned and it suffers of many social-politics issues. Soon I&#39;ll leave my city for work, that time I&#39;ll think: Ciao Palermo, you are so beautiful...❤️",This amazing video is also a methaphor of my lifeI live here I know so well the historical and artistic heritage and the natural beauty of my city but in the meantime I notice in the everyday life that it is so much abandoned and it suffers of many socialpolitics issues Soon I39ll leave my city for work that time I39ll think Ciao Palermo you are so beautiful,positive
NA CACATA PAZZESCA ....,NA CACATA PAZZESCA,neutral
Fantastico!,Fantastico,neutral
Stereotipi ce ne sono?,Stereotipi ce ne sono,neutral
It&#39;s time for the Honda engine to melt the Monza asphalt. Let&#39;s beat one more Max.,It39s time for the Honda engine to melt the Monza asphalt Let39s beat one more Max,positive
"I did miss this race, but it&#39;s great to see nice footage here!!",I did miss this race but it39s great to see nice footage here,positive
<b>Did I just saw a 5 minute Red Bull ad</b>,Did I just saw a 5 minute Red Bull ad,neutral
"As sicilian boy living abroad, thank you Red Bull!",As sicilian boy living abroad thank you Red Bull,neutral
"This is the perfect city for Mercedes, Mafia&#39;s city",This is the perfect city for Mercedes Mafia39s city,positive
Red Bulls Videos are always the best ones! Greetings from Germany,Red Bulls Videos are always the best ones Greetings from Germany,positive
Spettacolare complimenti W Palermo😍💪💪✌😎😎🇧🇹🇧🇹🇧🇹,Spettacolare complimenti W Palermo,neutral
@jakidale cosa combini,jakidale cosa combini,neutral
Gorgeous city but I can tell you you&#39;ll never see its streets so clear of cars 😁😁😁,Gorgeous city but I can tell you you39ll never see its streets so clear of cars,positive
GRAZIE PER QUESTO SPLENDIDO OMAGGIO AD UNA DELLE CITTÀ PIÙ BELLE DEL MONDO,GRAZIE PER QUESTO SPLENDIDO OMAGGIO AD UNA DELLE CITT PI BELLE DEL MONDO,neutral
Русские тоже смотрят. Очень красиво снято все))),,neutral
Make a video with checo in Mexico 🙏🙏🙏,Make a video with checo in Mexico,neutral
Spettacolare!,Spettacolare,neutral
"What a fantastic video! Please Red Bull Racing Honda, give us the &#39;making of...&#39; as well!",What a fantastic video Please Red Bull Racing Honda give us the 39making of39 as well,positive
"Oh, the sound of that engine! 😍<br>Wonder what Renault would be thinking now seeing the RB7 with all those Honda patches. <br>I guess it&#39;s still the Renault engine that will be in there, won&#39;t it?",Oh the sound of that engine Wonder what Renault would be thinking now seeing the RB7 with all those Honda patches I guess it39s still the Renault engine that will be in there won39t it,positive
Cosa dire? Stupenda Palermo,Cosa dire Stupenda Palermo,neutral
"Bellissima Palermo, consiglio a tutti di visitarla! Mix di cultura (tantissima), mare, sole, buon cibo, accoglienza.",Bellissima Palermo consiglio a tutti di visitarla Mix di cultura tantissima mare sole buon cibo accoglienza,neutral
Thanks RedBull for this outstanding tribute ❤💙💛 We wait for you with open arms in Monza,Thanks RedBull for this outstanding tribute  We wait for you with open arms in Monza,positive
Such an emotion to see you running through the wonderful Palermo! What a great video &lt;3,Such an emotion to see you running through the wonderful Palermo What a great video lt3,positive
"&quot;È lo stesso vento che distrugge le case e impollina i fiori, che strappa le tende e gonfia le vele, è lo stesso vento che addormenta i vecchi e sveglia i bambini, lo stesso vento che mi ruba il ricordo di questa città, per ridarmela diversa e sempre più bella.&quot; (anonimo) - Grazie Red Bull, per questo splendido video che racchiude in pochi minuti, tutto lo splendore della mia mia Palermo! 💗",quot lo stesso vento che distrugge le case e impollina i fiori che strappa le tende e gonfia le vele  lo stesso vento che addormenta i vecchi e sveglia i bambini lo stesso vento che mi ruba il ricordo di questa citt per ridarmela diversa e sempre pi bellaquot anonimo  Grazie Red Bull per questo splendido video che racchiude in pochi minuti tutto lo splendore della mia mia Palermo,neutral
MAX ... MAX ... MAX ... SUPERMAX !,MAX  MAX  MAX  SUPERMAX,neutral
Wowwwwwwwwwwww!,Wowwwwwwwwwwww,neutral
RB TOP! (As always),RB TOP As always,positive
We love Italian design 👗... (and Max Verstappen) 😊🏎,We love Italian design  and Max Verstappen,positive
"BELLISSIMO!!!!  Basta tifare Ferrari, da oggi si cambia.",BELLISSIMO  Basta tifare Ferrari da oggi si cambia,neutral
"max can just simply walk in a busy market because italians dont care about redbull drivers, they only want ferrari!",max can just simply walk in a busy market because italians dont care about redbull drivers they only want ferrari,positive
Words can’t espresso how much we loved our time in Palermo 😅🇮🇹,Words cant espresso how much we loved our time in Palermo,positive
"Grazie red bull, grazie al regista avete colto l essenza d questa magnifica città, m sono commosa,,, Palermo bellissima",Grazie red bull grazie al regista avete colto l essenza d questa magnifica citt m sono commosa Palermo bellissima,neutral
"Un autentico capolavoro, ma se prendeva per la via Libertà dal Monumento dei caduti poteva &quot;allazzare&quot; alla grande ..... Grazie autori",Un autentico capolavoro ma se prendeva per la via Libert dal Monumento dei caduti poteva quotallazzarequot alla grande  Grazie autori,neutral
"Commossa di fronte a tanta bellezza, la mia città, Palermo. Grazie Red Bull, Grazie sindaco Orlando.",Commossa di fronte a tanta bellezza la mia citt Palermo Grazie Red Bull Grazie sindaco Orlando,neutral
Wow RB7,Wow RB7,positive
Solo Red Bull poteva regalare emozioni simili🔥🔥🔥🔥,Solo Red Bull poteva regalare emozioni simili,neutral
What RB car are they using?,What RB car are they using,neutral
RedBull as always is the best when doing this kind of videos 👍,RedBull as always is the best when doing this kind of videos,positive
This was on the Aussie news 😂,This was on the Aussie news,neutral
🤩🤩🤩🇮🇹🇮🇹🇮🇹,,neutral
Again a good video from redbull,Again a good video from redbull,positive
Viva Palermo🇮🇹🥰,Viva Palermo,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=41"">0:41</a> ma max è in modalità geniale?",041 ma max  in modalit geniale,neutral
"Well that was a bit lame, wasn&#39;t it. I get what they are trying to do, but I&#39;m unimpressed. This needed a better director. Impression of speed with the added sounds was all wrong. Not bad, but could have been a whole lot better.",Well that was a bit lame wasn39t it I get what they are trying to do but I39m unimpressed This needed a better director Impression of speed with the added sounds was all wrong Not bad but could have been a whole lot better,positive
Imagine stopping on a red light and seeing max beside you in the red bull,Imagine stopping on a red light and seeing max beside you in the red bull,positive
Simply lovely,Simply lovely,positive
"Mi scusi, ma quello non è un Jackidale selvatico?",Mi scusi ma quello non  un Jackidale selvatico,neutral
How can People dislikes this? Maybe some 44 crybaby fans.,How can People dislikes this Maybe some 44 crybaby fans,neutral
"Just f... Amazing, this is just awsome.",Just f Amazing this is just awsome,positive
Beautiful Palermo!,Beautiful Palermo,positive
Che figata!!,Che figata,neutral
NEW ROAD TRIP SICK!!!,NEW ROAD TRIP SICK,negative
Non c’è più Traffico a Palermo!,Non c pi Traffico a Palermo,neutral
"Uno spot meraviglioso a questa splendida città, un inno alla bellezza !!!! 💚🤍❤",Uno spot meraviglioso a questa splendida citt un inno alla bellezza,neutral
"I hate Horner’s voice.. Horner is a shame in F1. He and the blind eyed Marko are a grand poo. What did Horner get his OBE for, I still don’t understand.. can anyone explain why LH received the MBE and Horner received a OBE? What has this cheat achieved.. Vettel won him races… period.. he doesn’t even have a strategy IMO",I hate Horners voice Horner is a shame in F1 He and the blind eyed Marko are a grand poo What did Horner get his OBE for I still dont understand can anyone explain why LH received the MBE and Horner received a OBE What has this cheat achieved Vettel won him races period he doesnt even have a strategy IMO,negative
"Max Verstappen, non vedo mai il suo volto ....",Max Verstappen non vedo mai il suo volto,neutral
"Horner is a shame in F1. He and the blind eyed Marko are a grand poo. What did Horner get his OBE for, I still don’t understand.. can anyone explain why LH received the MBE and Horner received a OBE? What has this cheat achieved.. Vettel won him races… period.. he doesn’t even have a strategy IMO",Horner is a shame in F1 He and the blind eyed Marko are a grand poo What did Horner get his OBE for I still dont understand can anyone explain why LH received the MBE and Horner received a OBE What has this cheat achieved Vettel won him races period he doesnt even have a strategy IMO,neutral
"Vivaaaa Palermo è santa Rosalia,  orgoglio puro, è mai abbandonerò la mia amata città!<br> Bravo super max! Si na bumma",Vivaaaa Palermo  santa Rosalia  orgoglio puro  mai abbandoner la mia amata citt Bravo super max Si na bumma,positive
Epic,Epic,positive
Mercedes:- we have the best cars on the whole grid.<br>Ferrari:- our cars have got history<br>Mclaren:- we make sports cars<br>Meanwhile redbull:- road trips???,Mercedes we have the best cars on the whole gridFerrari our cars have got historyMclaren we make sports carsMeanwhile redbull road trips,positive
"That is everyone dream, to drive an F1 car on the street. You can only do that in GTA game. Fvck damn awesome!",That is everyone dream to drive an F1 car on the street You can only do that in GTA game Fvck damn awesome,positive
Per questo spot abbiamo avuto alcuni giorni di caos totale perché ste scene sono state girate in punti centrali della città . Comunque ora che vedo il risultato ne è valsa la pena .,Per questo spot abbiamo avuto alcuni giorni di caos totale perch ste scene sono state girate in punti centrali della citt  Comunque ora che vedo il risultato ne  valsa la pena,neutral
And CHECO!?,And CHECO,neutral
Ye old Red Bull is still better for PR than the hybrids 😗,Ye old Red Bull is still better for PR than the hybrids,positive
Ah yes. They use RB7 with 2.4L V8 in this. That&#39;s explains the loud noise 😌<br>1.6L V6 don&#39;t have this sound.,Ah yes They use RB7 with 24L V8 in this That39s explains the loud noise 16L V6 don39t have this sound,positive
"Grazie grazie e ancora grazie. Finalmente  viene esaltata la bellezza della mia città, Palermo!",Grazie grazie e ancora grazie Finalmente  viene esaltata la bellezza della mia citt Palermo,neutral
"Man, that car sounds so good. So much better than the v6 era. Awesome video guys!",Man that car sounds so good So much better than the v6 era Awesome video guys,positive
Before there is Corona virus,Before there is Corona virus,neutral
Viva Palermo e Santa Rosalia....❤,Viva Palermo e Santa Rosalia,neutral
