author,comment,published_at
@TvOnceMr,RedBull as always is the best when doing this kind of videos 👍,2021-09-09T07:16:11Z
@tajbuchanan2519,This was on the Aussie news 😂,2021-09-09T07:15:49Z
@ImVinc3nt1401,🤩🤩🤩🇮🇹🇮🇹🇮🇹,2021-09-09T07:13:26Z
@nabhannbn,Again a good video from redbull,2021-09-09T07:07:59Z
@siciliano9113,Viva Palermo🇮🇹🥰,2021-09-09T07:06:06Z
@raggiodiluna29,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=41"">0:41</a> ma max è in modalità geniale?",2021-09-09T07:03:55Z
@driesdeclercq7649,"Well that was a bit lame, wasn&#39;t it. I get what they are trying to do, but I&#39;m unimpressed. This needed a better director. Impression of speed with the added sounds was all wrong. Not bad, but could have been a whole lot better.",2021-09-09T07:03:09Z
@baymax1,Imagine stopping on a red light and seeing max beside you in the red bull,2021-09-09T07:02:55Z
@VdamMusic,Simply lovely,2021-09-09T07:01:42Z
@nicolasmangano358,"Mi scusi, ma quello non è un Jackidale selvatico?",2021-09-09T06:59:56Z
@Luci2310,How can People dislikes this? Maybe some 44 crybaby fans.,2021-09-09T06:55:00Z
@Luci2310,"Just f... Amazing, this is just awsome.",2021-09-09T06:53:29Z
@killianpotworoska3096,Beautiful Palermo!,2021-09-09T06:51:21Z
@Isentieridicookie,Che figata!!,2021-09-09T06:45:51Z
@lukq6237,NEW ROAD TRIP SICK!!!,2021-09-09T06:44:28Z
@uranianwillyx,Non c’è più Traffico a Palermo!,2021-09-09T06:40:28Z
@domenicoitalico115,"Uno spot meraviglioso a questa splendida città, un inno alla bellezza !!!! 💚🤍❤",2021-09-09T06:34:41Z
@cosmicgibber8142,"I hate Horner’s voice.. Horner is a shame in F1. He and the blind eyed Marko are a grand poo. What did Horner get his OBE for, I still don’t understand.. can anyone explain why LH received the MBE and Horner received a OBE? What has this cheat achieved.. Vettel won him races… period.. he doesn’t even have a strategy IMO",2021-09-09T06:33:25Z
@salvoabc,"Max Verstappen, non vedo mai il suo volto ....",2021-09-09T06:33:07Z
@cosmicgibber8142,"Horner is a shame in F1. He and the blind eyed Marko are a grand poo. What did Horner get his OBE for, I still don’t understand.. can anyone explain why LH received the MBE and Horner received a OBE? What has this cheat achieved.. Vettel won him races… period.. he doesn’t even have a strategy IMO",2021-09-09T06:33:06Z
@michelenapoli844,"Vivaaaa Palermo è santa Rosalia,  orgoglio puro, è mai abbandonerò la mia amata città!<br> Bravo super max! Si na bumma",2021-09-09T06:28:06Z
@AL-sf3qy,Epic,2021-09-09T06:22:20Z
@nubcoffin11,Mercedes:- we have the best cars on the whole grid.<br>Ferrari:- our cars have got history<br>Mclaren:- we make sports cars<br>Meanwhile redbull:- road trips???,2021-09-09T06:21:29Z
@wrathtionz,"That is everyone dream, to drive an F1 car on the street. You can only do that in GTA game. Fvck damn awesome!",2021-09-09T06:10:17Z
@CRIS71PA,Per questo spot abbiamo avuto alcuni giorni di caos totale perché ste scene sono state girate in punti centrali della città . Comunque ora che vedo il risultato ne è valsa la pena .,2021-09-09T06:06:27Z
@MarioZimms,And CHECO!?,2021-09-09T06:06:06Z
@tea1880,Ye old Red Bull is still better for PR than the hybrids 😗,2021-09-09T05:57:27Z
@muhammadfarisanwar5094,Ah yes. They use RB7 with 2.4L V8 in this. That&#39;s explains the loud noise 😌<br>1.6L V6 don&#39;t have this sound.,2021-09-09T05:57:03Z
@massimotutone2213,"Grazie grazie e ancora grazie. Finalmente  viene esaltata la bellezza della mia città, Palermo!",2021-09-09T05:56:48Z
@tobywonkinoby8916,"Man, that car sounds so good. So much better than the v6 era. Awesome video guys!",2021-09-09T05:51:24Z
@bagusofficiall,Before there is Corona virus,2021-09-09T05:46:07Z
@alexbagnasco9479,Viva Palermo e Santa Rosalia....❤,2021-09-09T05:44:36Z
@samuelealbanese4559,La prossima volta la voglio vedere a termini,2021-09-09T05:40:49Z
@timearth5287,Ciao Italia !! il vincetore qua !!!!,2021-09-09T05:37:17Z
@stanfordkoch1271,Looks like a cool track on its own :-) good luck Max,2021-09-09T05:32:49Z
@danmorrissette4814,La Dolce Vita ;-),2021-09-09T05:29:50Z
@RobertoTrunfio,Simply amazing! Bravi!,2021-09-09T05:28:48Z
@riccardoanzalone8318,Chissà le multe per la ZTL,2021-09-09T05:28:11Z
@sunsetdesign8415,Where is checo?,2021-09-09T05:27:20Z
@kylegarner2135,The only thing that could be more beautiful than the location.... the sound of that V10.,2021-09-09T05:09:17Z
@elifaskurniap1268,It would be amazing if he wear Palermo jersey,2021-09-09T05:07:43Z
@urangkita290,GO GO REDBULL. 1 2 finish,2021-09-09T05:04:28Z
@lewisiini,This is edited like a fever dream,2021-09-09T05:03:38Z
@Bichoacosta97,Gracias RedBull por regalarnos este contenido ❤️😭 millones de gracias 💪💞,2021-09-09T05:00:53Z
@antoninoc1185,I’m sicilian. Thank you Max… Thank you RedBull <br>💚🤍❤️,2021-09-09T04:59:41Z
@tombosgoed3894,Damn realy realy realy fk nice damnnn,2021-09-09T04:55:01Z
@ganjielong,2 interesting observations<br>1) That’s the sound of a 90’s f1<br>2) there’s no halo,2021-09-09T04:54:20Z
@samay5902,"redbull has really cracked the code in marketing, hasn&#39;t it?",2021-09-09T04:49:38Z
@edwardkatona5449,That sound WOW !,2021-09-09T04:46:46Z
@chiaralatona7190,La mia Palermo....Immensa ❤,2021-09-09T04:38:18Z
@GiovanniCome,WOW,2021-09-09T04:36:25Z
@anettebianca6855,most fun F1 team ♥,2021-09-09T04:17:14Z
@rohit4539,Italy is so beautiful. I definitely want to visit it,2021-09-09T04:14:21Z
@jithendraparlapalli7039,Redbull and Max have given Palermo a best ad for tourism. Tourists will flock to Palermo now. 😀 Ferrari as usual in the mid field watching 😎,2021-09-09T04:09:34Z
@aranu157,is that even max...,2021-09-09T04:03:18Z
@jasonzw6754,Goooddd😍😍😍,2021-09-09T04:02:57Z
@PhysixOnYT,Palermo Street circuit confirmed???????????,2021-09-09T03:55:26Z
@C_IT-kj3yw,"Best of Best Ad ever seen, congratulations!",2021-09-09T03:51:50Z
@irfaninal2124,max max max u r best driver Go Max,2021-09-09T03:49:19Z
@olivierfritzen2749,„Great Spot for a Little Spin“ (Sebastian ptsd intensives),2021-09-09T03:47:56Z
@333podcast9,Andiamo redbull,2021-09-09T03:45:50Z
@lautiramirez9196,"Go max💪🏾!! Good vibes bro😉, greetings from Argentina🇦🇷",2021-09-09T03:30:57Z
@amchambi,What is the guy in red t-shirt saying? The one on 23 seconds? Help team 33,2021-09-09T03:27:41Z
@KilianDo,"I know it, GTA VI has been released",2021-09-09T03:21:16Z
@jeshurunsolomon2916,If Ferrari did this kind of video in the 2020 season they would have been sorely cursed by that crowd.,2021-09-09T03:15:15Z
@BrawlPlays-0,Was Max really the driver? 🤔,2021-09-09T03:13:34Z
@BrawlPlays-0,Max is always late,2021-09-09T03:12:32Z
@betoest93,666 🥲,2021-09-09T03:00:38Z
@shank4578,aight so obviously it isn&#39;t max driving,2021-09-09T02:55:34Z
@noorain9223,Simply simply lovely * chef kiss * ✨,2021-09-09T02:49:07Z
@lyks1727,Max max max super Max! with another win this weekend! I am so excited!,2021-09-09T02:46:17Z
@frenzybar7936,pre-hybrid era V8! can&#39;t believe how much they have downgraded F1 in general. sacrificing this sound for a marginal bump in performance was really not worth it!,2021-09-09T02:32:12Z
@alansmith4095,This was done years ago lol thats not this years f1 car,2021-09-09T02:18:08Z
@duk2k,Feels like Forza Horizon’s prologue,2021-09-09T02:12:37Z
@Notinservice420,Red bull proving once again they are the Kings of PR in F1. Don’t see Mercedes doing shit like this.,2021-09-09T02:11:33Z
@mrcampibenedetto2900,Paliaimmu bedda,2021-09-09T02:08:32Z
@nerdculture6521,Mexico neXt,2021-09-09T02:01:30Z
@adancastillo7567,Yo vivo esto 👀,2021-09-09T01:59:13Z
@tahirmukadam4439,I bet that wasn’t Max driving,2021-09-09T01:52:44Z
@LaMariInCrisi,Non ho mai la mia città così ben rappresentata!,2021-09-09T01:35:42Z
@gom0so,Está bien vrga el corto..... 🥰,2021-09-09T01:09:10Z
@restful-neelyt5994,Why do they use the old cars?,2021-09-09T01:06:28Z
@PeferG17,They did a burn out in rose petals... now I&#39;ve seen it all lol,2021-09-09T00:59:13Z
@adwnpinoy,Imagine having Christian Horner as the voice of your GPS,2021-09-09T00:50:06Z
@UnghiArte,Mi manca Palermo e il mare di Mondello ❤️grazie Red bull,2021-09-09T00:46:49Z
@mauriciolealgarcia35,El mejor marketing  😏😎,2021-09-09T00:36:37Z
@aleanto1557,Ma che gp sarebbe il Gran Premio di Palermo un tracciato tra la cala e la favorita sarebbe come il Gp di MONTECARLO. SPETTACOLARE,2021-09-09T00:32:30Z
@BlockBooster33,"Semplicemente stupendo,",2021-09-09T00:18:27Z
@bennydima58,Che bella la mia città!,2021-09-09T00:05:23Z
@jangelelcangry,I think that hearing aids sales went through the roof that week.,2021-09-08T23:59:42Z
@vincenzopumilia5807,Palermo senza traffico davvero surreale e magnifica allo stesso tempo...😍,2021-09-08T23:54:38Z
@antonioandreu1,💪💪💪🇷🇧,2021-09-08T23:54:11Z
@deherennicolay,"By now, that old RBcar must have had more paintjobs and milage than the one they use to race.... Great vid!",2021-09-08T23:53:14Z
@rickrepresentacoesehistori6471,"Max Verstappen is the best driver at the moment and he can win at Monza, but keeping the lead in the championship is the most important thing, I wish Red Bull Honda success 👏👏👏 All we want is to see a clean race, we hope a Mercedes and Lewis play clean, because they&#39;re not accepting losing, honestly.",2021-09-08T23:47:06Z
@JuanManuel-qw3hh,solo les faltaba un PIT STOP; efectos de sonido y calidad de video excelente y vamos con todo por los campeonatos de este año Red Bull Racing Honda,2021-09-08T23:44:01Z
@scfcsmithy,Who’s actually driving? Is it David Coulthard?,2021-09-08T23:42:08Z
@kurniawanafif4733,"Mega Video, Lets Go!",2021-09-08T23:41:51Z
@sunshine7631,I loved this so much!,2021-09-08T23:40:14Z
@giuseppefontana5471,tutto molto bello ma i surfisti e le donne che fanno yoga hanno ucciso la magia di questo spot. Americanata,2021-09-08T23:33:26Z
@maieuticarofficial9594,Grazie per aver rappresentato la nostra città! ❤️🍀,2021-09-08T23:22:30Z
@lucasdl5390,MAX: I didn&#39;t do it,2021-09-08T23:14:16Z
@elisan1956,Mamma Mia quanto è bella Palermo,2021-09-08T23:02:24Z
@ProMelots,😍😍,2021-09-08T23:01:12Z
@FrancescoLoRe,E poi dicono che a Palermo c’è traffico….,2021-09-08T22:59:39Z
@carmelocalzetta9789,"Thanks to Red Bull racing  team for exellent video who show for the first time a video history about  Palermo not  as Mafia&#39;s symbolum but as one of oldest city, rich in natural beauties history, monuments, colors, sounds and popular traditions. This is the true Palermo, a city of 27 century old. As palermitam I&#39;m very proud. Thalks ro Red Bull and visit Palermo.",2021-09-08T22:58:59Z
@angelinalonigro5792,Non ho capito il nesso...,2021-09-08T22:54:06Z
@andreadipisa,Minchia!,2021-09-08T22:47:13Z
@ricardofont4395,Is that actually max or is it DC?,2021-09-08T22:47:06Z
@southpaw578,Who else misses the sound of the v 10?,2021-09-08T22:45:28Z
@Giam83,"Brava Red Bull, W l&#39;arancina. Forza Palermo football pink and black",2021-09-08T22:45:13Z
@Silius27NicolaDiMasi,Spettacolare 😍😍😍😍,2021-09-08T22:43:24Z
@misterc5783,Not actual gameplay footage.,2021-09-08T22:38:36Z
@Giam83,Palermo city wonderful 👍,2021-09-08T22:38:24Z
@fishpot64,Mama Mia its Maxi :-),2021-09-08T22:36:16Z
@Perseus-og5vp,World Champion is calling 📞🏆🇳🇱,2021-09-08T22:31:01Z
@Robertman1196,Da palermitano viene la pelle d’oca.. Complimenti per il bellissimo spot.. Forse uno dei più belli che abbia mai visto in vita mia,2021-09-08T22:11:35Z
@AELARA-MONO,Outstanding mini-movie,2021-09-08T22:09:55Z
@giuseppeguddo2531,Thank you for your contribution to our beautiful city! It is amazing!<br><br>🙏☀️,2021-09-08T21:59:39Z
@zamuraj,That&#39;s how a real F1 car should sound...!,2021-09-08T21:58:36Z
@mattijsboer8090,💪🏽,2021-09-08T21:58:10Z
@sashashagabutdinov2510,Круто,2021-09-08T21:55:23Z
@okcoach,Red Bull the only company to shut down a city for some fun,2021-09-08T21:48:50Z
@SparkRocca,SENZA TRAFFICO NON SEMBRA NEMMENO PALERMO,2021-09-08T21:48:29Z
@qualunquementecontro7774,Certo!!!! Che gliene frega della ZTL? TI ARRIVA LA MULTA A CASAAAAAAA!!!!! SONO 100€,2021-09-08T21:46:49Z
@ziojack2233,Thanks Red Bull😘,2021-09-08T21:46:39Z
@siefer_kalazar8167,The greatest team for F1 fans ever! You guys really bring us the goods and it is so very appreciated!,2021-09-08T21:41:28Z
@davidecatalano9956,Ma che stupendo spettacolo 🥰😍 innamorato.<br>Fozza Sicilia! Fozza Missina ! Fozza Palemmu ! E Fozza Catania ! ❤❤❤❤<br>E pure FORZA MAX! Number one da sempre!😏🔝❤,2021-09-08T21:41:23Z
@stefano-ck1wt,Forza Palermo,2021-09-08T21:41:19Z
@pepperunnur,"Video bellissimo, strano però che non abbia trovato neanche una buca 🤣 ho una macchina sportiva e di solito e una bestemmia ogni metro 🙂🙂",2021-09-08T21:40:56Z
@disaz8884,Amazing content!!!!,2021-09-08T21:37:24Z
@francescolardara5909,Ce sempre qualche invidioso che mette il pollice all&#39;incontrario...palermo è bella e bastaaaaaa ❤🔥🌈,2021-09-08T21:37:04Z
@diegomaradona9541,Più o meno le strade sono così 😂😂,2021-09-08T21:34:48Z
@cristiansandu7537,if only F1 still sounded like this... One of the best countries on earth if not the best,2021-09-08T21:33:02Z
@Abc00001,JAKIDALEEEEEEEEEE,2021-09-08T21:32:34Z
@lufo5,Palermo senza traffico... Assurdo.🤣,2021-09-08T21:31:44Z
@piero88pa,I 243 che hanno votano 👎🏻 prendono la 104!,2021-09-08T21:27:11Z
@francescolardara5909,Un cinne pi nuddu wpaliammu 😘😘😘,2021-09-08T21:26:16Z
@marcocapizzi1175,"Exceptional video, Palermo is in great shape and looks beautiful here. See <a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=188"">3:08</a> for example... way better than Montecarlo, isn&#39;t it?!?",2021-09-08T21:23:56Z
@josephsileba5347,Palermo mia ❤😍,2021-09-08T21:21:45Z
@gabry8439,Wowwww <br>La mia Palermo 😍<br>È bellissimo.....,2021-09-08T21:19:26Z
@bilsbo8870,Any F1 nerds can tell me is it an RB8 or 9? Brilliant video thank you RBR.,2021-09-08T21:15:57Z
@snxc1627,Not a single V6 in sight. Proof that the V8/V10/V12 eras are superior,2021-09-08T21:14:16Z
@lucabattioli4796,Bellissimo! Complimenti agli organizzatori.,2021-09-08T21:10:52Z
@Cesar-rh3ts,And now let&#39;s win in Monza...by a Ferrari fan....,2021-09-08T21:08:27Z
@gavydee3,V10 engine noise though?,2021-09-08T21:08:20Z
@marbalsa,Grazie di cuore alla RedBull per questo meraviglioso video sulla mia città. <br>Mi sono venuti i brividi.,2021-09-08T21:06:43Z
@carlobruno4607,👏👏👏👏👏👏,2021-09-08T21:06:08Z
@mariorocchieri,"Ora più che mai é veramente il caso di dirlo,&quot;Ciaooooo&quot;...🙄😳👍👌🔝💯🥇🏆❤️",2021-09-08T21:00:13Z
@ivanschillaci5757,Palermo capitale di Sicilia 🍋🍊😍,2021-09-08T20:59:46Z
@ritaiuculano2755,Grazie redbull per aver scelto la nostra Palermo😍,2021-09-08T20:58:29Z
@giancarlobagnoli4176,Bellissimo........un gran premio di Sicilia? Ottima idea,2021-09-08T20:57:31Z
@felipetapiasias6030,Extraordinario,2021-09-08T20:56:55Z
@Pyrovile42,What a beautiful video,2021-09-08T20:49:34Z
@alefishingsicily3357,This is PALERMO❤️<br>I love my city🥰,2021-09-08T20:48:03Z
@vittoriorecover,Minchia!,2021-09-08T20:47:41Z
@antonio470,"Palermo, gioiello del mediterraneo. Spot FAVOLOSO",2021-09-08T20:46:59Z
@coddydimerda,Ma questo evento cosa ha ridato alla collettività?,2021-09-08T20:46:23Z
@iln9243,"BELLISSIMA PALERMO, DA PELLE D’OCA ❤️",2021-09-08T20:45:52Z
@Giakky90,"Il viaggio di Max Verstappen, senza Max Verstappen 😂",2021-09-08T20:45:27Z
@xSuBeRix,take it home on sunday 🔥,2021-09-08T20:44:38Z
@jody024,Where is the video of the Zandvoort Weekend ?,2021-09-08T20:43:45Z
@enilsainaciopereira9458,This video deserves over 100 million views.,2021-09-08T20:42:15Z
@lucamarianastri8224,"Che Sogno Erotico, vedere sfrecciare un&#39;auto da Formula Uno, per le strade di PALERMO, 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍. EMOZIONE ALLO STATO PURÓ. Questa è La Palermo che i PALERMITANI VOGLIONO VEDERE.🙂🙂🙂🙂... MILLE GRAZIE RED BULL ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️.",2021-09-08T20:41:03Z
@gaetanomarino6743,Fantastico,2021-09-08T20:40:59Z
@enilsainaciopereira9458,"Wow we&#39;re ready for another hangout with the guys, let&#39;s go guys let&#39;s go with everything",2021-09-08T20:40:07Z
@FabioRumoreYT,È venuta fuori una gran figata ❤,2021-09-08T20:38:52Z
@GiuseppeSanalitroMusic,Magnifica Palermo!,2021-09-08T20:32:45Z
@antoniocosentino4333,Grazie Red Bull per aver scelto la città più bella d&#39;Italia.,2021-09-08T20:32:42Z
@bambifrancescoMJ94,Loved it! Grande Max &lt;3,2021-09-08T20:32:42Z
@ravurmovie,"Unbelievable high quality video. Amazing edit, camera work and color grading.",2021-09-08T20:32:00Z
@bartolovetri9979,Città mia bellissima!!! FORZA PALERMO,2021-09-08T20:31:40Z
@FOXTROT8922,Pff meh.,2021-09-08T20:30:58Z
@gabrieleruggeri2248,Interessante pensare che tra 20 anni con le monoposto elettriche uno spot del genere sarà impossibile 🙂,2021-09-08T20:27:44Z
@garymartin9777,Italy is Ferrari country.,2021-09-08T20:26:58Z
@genolevantino1083,I live in Palermo and I remember in &#39;90 Was Benetton {Renault Team)  to make the same thing.......but RB is better. I love Ferrari but......RedBull is fantastic and this film is fantastic.  ThankYou Red Bull,2021-09-08T20:25:30Z
